Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges
0,1,1,0,72,1,2,1,0,2,2,0,2,2,1,1,1,105.75
1,0,0,0,4,1,2,2,1,1,1,1,1,1,0,0,3,25.25
1,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,2,19.75
0,1,1,0,62,1,2,1,2,0,2,0,2,2,1,1,2,104.85
0,0,0,0,10,1,0,0,0,0,0,2,0,2,0,1,3,60.95
1,0,0,0,31,1,2,1,0,2,0,0,0,0,0,1,2,81.15
0,0,1,0,71,1,0,2,1,1,1,1,1,1,2,0,1,19.1
1,0,0,0,58,1,0,2,1,1,1,1,1,1,2,0,3,20.8
1,0,1,1,70,1,2,0,2,2,2,2,2,2,2,1,1,90.15
0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,2,90.1
1,1,0,0,69,1,2,0,2,0,2,2,0,2,2,0,1,74.1
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,118.75
0,0,1,0,26,1,0,1,0,0,0,2,0,2,0,0,1,85.9
0,0,1,0,33,1,2,1,0,0,2,2,0,2,0,1,1,95.0
0,0,1,1,10,1,0,2,1,1,1,1,1,1,2,0,3,20.15
0,1,0,0,57,1,2,1,2,0,2,2,0,2,2,0,1,101.3
0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,2,21.2
0,0,1,1,39,1,2,2,1,1,1,1,1,1,1,1,3,24.2
0,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,0,20.3
0,0,1,1,68,1,2,0,0,2,2,2,2,2,2,0,0,85.3
1,0,0,0,18,1,2,1,0,0,2,0,2,0,1,1,1,89.6
1,0,0,0,18,1,2,0,2,0,0,0,0,0,0,0,3,56.25
0,0,1,1,52,1,0,0,0,0,2,0,0,0,1,1,0,50.95
1,0,1,1,56,1,2,1,2,2,2,2,2,2,2,0,3,115.85
1,0,0,0,45,1,2,1,0,0,2,2,2,2,0,1,0,103.65
0,0,0,0,67,1,2,2,1,1,1,1,1,1,2,1,3,26.1
1,0,1,0,3,0,1,0,2,0,0,2,0,0,0,0,3,35.1
1,1,0,0,65,1,0,1,0,2,2,0,2,2,0,1,0,99.1
1,0,1,0,63,1,2,0,0,2,0,2,0,2,2,0,3,67.25
0,0,1,1,11,1,2,2,1,1,1,1,1,1,2,0,3,25.0
1,0,0,1,1,1,0,0,0,0,0,2,0,2,0,1,3,59.55
1,0,0,0,55,1,2,0,0,0,2,0,2,2,2,1,0,77.8
1,0,1,1,25,1,2,0,0,0,0,2,0,0,1,1,3,55.1
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,1,24.15
0,0,0,1,65,0,1,0,0,2,0,2,2,0,2,0,3,45.25
1,0,1,1,7,1,0,2,1,1,1,1,1,1,0,0,3,20.25
0,0,1,0,72,1,2,0,2,2,0,2,0,0,2,0,0,64.75
1,0,1,0,21,1,0,0,0,0,0,0,2,0,0,0,0,54.6
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,0,20.7
1,1,0,0,4,1,0,1,0,0,2,0,2,2,0,1,2,94.75
1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,0,1,115.8
0,0,0,0,6,1,0,0,2,0,0,0,0,0,0,1,2,49.45
1,0,0,0,52,1,0,1,0,0,2,0,0,2,0,1,1,83.8
1,1,1,0,69,1,2,1,0,2,2,0,0,2,0,1,0,95.35
0,1,0,0,8,1,0,1,0,0,2,0,0,0,0,1,0,74.05
0,1,0,0,63,1,2,1,0,0,2,0,0,2,0,1,0,89.6
1,0,0,0,60,1,2,1,2,2,2,2,2,2,1,1,1,116.6
0,0,1,0,12,1,0,0,2,0,0,2,0,0,0,0,0,54.2
0,0,0,0,13,1,0,2,1,1,1,1,1,1,0,1,3,19.3
1,0,0,0,22,1,2,0,2,2,2,0,0,0,0,0,3,65.05
0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,1,0,24.05
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,0,18.75
0,0,1,1,40,1,0,2,1,1,1,1,1,1,2,0,0,20.15
1,0,1,1,44,1,0,2,1,1,1,1,1,1,1,0,0,20.0
1,1,1,0,71,1,0,0,2,2,0,2,2,0,1,1,0,71.0
1,1,0,0,26,1,2,1,0,0,0,0,2,2,0,1,2,93.6
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,24.4
1,0,0,0,3,1,2,0,0,0,0,2,2,0,0,1,3,65.25
1,0,0,0,13,1,0,0,0,0,0,2,0,0,0,1,3,50.55
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.7
1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,3,45.25
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.3
1,0,1,0,72,1,2,1,2,2,0,2,2,2,2,1,1,108.95
0,0,1,1,37,1,2,2,1,1,1,1,1,1,0,0,3,26.45
0,0,0,0,23,1,0,2,1,1,1,1,1,1,1,1,1,19.65
0,0,1,1,42,1,0,2,1,1,1,1,1,1,1,1,2,19.05
0,0,0,0,32,1,2,0,2,0,0,0,2,2,1,0,3,74.75
0,0,1,1,22,1,2,1,0,0,0,0,0,0,0,1,0,75.8
1,0,1,0,42,0,1,0,0,0,0,0,0,0,0,1,1,25.1
0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,44.45
0,0,1,1,65,1,2,1,2,0,2,0,2,2,2,1,1,104.3
0,0,1,1,70,1,2,0,2,2,2,2,2,2,2,1,0,89.0
1,0,0,1,22,1,0,2,1,1,1,1,1,1,0,0,1,20.15
0,0,1,1,67,0,1,0,2,2,0,0,0,0,2,0,0,36.15
0,0,0,0,25,1,0,2,1,1,1,1,1,1,0,1,1,19.2
0,0,1,0,20,1,0,2,1,1,1,1,1,1,0,0,0,19.25
0,0,0,1,2,1,0,0,2,0,0,0,0,2,0,1,1,61.2
1,0,0,0,51,1,0,2,1,1,1,1,1,1,2,0,3,20.45
0,0,1,1,46,0,1,0,2,2,0,0,0,0,0,0,0,35.05
1,0,0,1,13,1,0,0,0,0,0,0,0,0,0,0,3,44.0
1,0,1,1,26,1,0,0,0,0,2,0,0,0,1,0,3,50.35
1,0,0,1,19,1,0,2,1,1,1,1,1,1,0,1,2,20.0
0,0,1,0,72,1,2,0,2,2,0,2,2,2,2,1,0,86.4
1,1,0,0,18,1,2,0,2,2,0,0,0,0,0,1,1,58.4
1,0,0,0,24,1,2,1,0,0,0,0,2,2,0,1,2,94.1
0,0,1,0,46,1,2,1,0,2,2,2,2,2,2,1,1,108.9
0,1,0,0,72,1,2,1,2,2,2,2,0,2,2,1,0,107.4
0,1,1,0,70,1,2,1,2,0,0,0,0,2,0,1,2,90.85
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,2,19.9
1,0,1,0,31,1,0,0,0,0,2,2,0,2,0,1,1,66.4
0,0,1,1,16,1,0,1,2,0,2,0,2,2,0,0,0,100.7
1,0,0,1,52,1,2,2,1,1,1,1,1,1,2,0,1,25.6
1,0,1,1,13,1,0,2,1,1,1,1,1,1,0,1,3,19.85
0,0,0,0,35,1,0,2,1,1,1,1,1,1,1,0,3,20.75
0,0,0,0,59,1,0,1,0,0,2,0,2,2,2,0,2,95.8
1,0,1,0,72,1,0,1,0,0,2,0,2,2,0,1,2,94.65
0,0,1,0,49,1,2,1,2,2,2,2,0,2,2,0,1,106.65
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45.85
1,1,0,0,21,1,2,1,0,2,2,0,2,2,0,1,2,104.35
1,1,0,0,54,0,1,0,0,2,2,0,2,2,1,1,2,55.45
1,0,0,0,1,1,2,0,2,2,0,0,0,0,0,0,2,61.15
1,0,0,0,6,1,0,1,2,2,0,0,0,0,0,1,2,78.95
1,0,0,1,49,1,2,1,2,2,2,0,2,2,1,1,1,109.2
0,0,1,1,56,1,0,0,2,2,2,0,0,0,2,1,1,61.3
0,1,0,0,56,1,2,1,2,2,0,0,0,2,0,1,2,96.85
0,0,1,1,6,0,1,0,0,2,2,2,0,0,2,0,3,40.55
1,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,3,19.8
1,0,1,1,50,1,2,1,2,2,2,0,2,2,1,1,2,108.25
1,0,1,1,58,1,2,1,0,0,2,2,2,2,1,1,0,105.05
0,0,1,1,65,1,2,0,2,2,2,2,2,2,2,1,3,90.45
0,0,0,0,64,1,2,0,2,2,2,2,2,2,2,1,1,86.4
0,0,1,0,66,1,2,0,2,2,2,0,0,0,2,0,0,66.9
1,0,1,0,38,1,2,1,2,0,2,2,2,2,1,1,2,110.7
0,0,1,0,20,1,0,2,1,1,1,1,1,1,1,1,3,20.0
1,1,0,0,64,1,2,1,0,0,2,2,2,2,1,0,2,102.1
0,0,0,0,60,1,0,0,0,2,2,2,2,0,1,1,1,70.15
0,0,1,1,50,1,2,0,2,2,2,2,0,2,1,1,0,80.05
0,0,1,0,72,0,1,0,2,2,2,0,0,2,2,1,2,49.2
1,0,1,0,60,1,0,2,1,1,1,1,1,1,2,1,0,20.5
1,0,0,0,46,0,1,0,2,0,2,2,0,0,2,0,3,38.25
0,0,1,1,69,0,1,0,0,2,2,0,2,2,2,1,1,54.95
1,1,0,0,31,1,2,1,0,0,2,2,2,0,0,1,0,96.6
1,0,1,1,19,1,0,2,1,1,1,1,1,1,1,0,3,19.9
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,1,19.9
1,0,1,0,12,1,0,1,2,2,2,0,0,0,0,1,2,84.6
1,0,0,0,44,1,2,0,0,2,2,2,2,2,1,1,0,85.25
0,0,1,1,56,1,2,0,2,2,2,2,2,0,2,0,1,81.25
0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,115.5
0,0,0,0,11,1,2,1,2,0,0,0,0,0,0,1,0,79.0
0,1,1,0,15,1,0,1,0,2,0,0,2,2,0,1,2,94.65
1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,1,3,20.8
1,0,1,0,56,1,2,0,0,2,2,0,0,0,2,0,1,59.5
1,1,0,0,64,1,0,2,1,1,1,1,1,1,2,1,0,20.05
0,0,1,0,34,1,2,1,0,0,2,0,2,2,0,1,2,100.45
1,0,0,0,35,1,0,2,1,1,1,1,1,1,1,0,0,20.6
1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,1,20.3
1,0,0,0,9,0,1,0,2,2,2,0,0,0,1,0,3,39.55
1,0,0,0,23,1,0,2,1,1,1,1,1,1,1,0,3,20.45
1,0,1,0,68,1,2,2,1,1,1,1,1,1,2,0,0,25.25
1,0,1,0,33,1,0,1,0,0,0,0,2,2,0,0,2,91.25
1,0,0,0,31,1,0,0,2,2,2,2,2,0,0,1,0,72.45
0,0,0,0,56,1,0,2,1,1,1,1,1,1,2,0,0,19.7
1,0,1,1,66,1,0,0,2,2,2,2,2,0,1,1,2,75.1
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,25.0
1,1,0,0,34,1,0,1,0,0,0,0,0,0,0,0,1,69.15
0,0,1,1,58,1,0,1,0,2,2,0,2,0,0,1,2,91.55
1,0,0,0,37,0,1,0,0,0,0,0,2,0,2,0,1,35.8
0,0,0,0,71,1,2,1,2,2,2,2,2,2,2,1,1,113.15
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,1,19.85
1,1,1,1,71,1,0,2,1,1,1,1,1,1,2,0,1,19.8
1,0,1,1,35,1,0,2,1,1,1,1,1,1,1,0,2,19.9
0,0,1,1,6,1,0,2,1,1,1,1,1,1,1,0,3,19.7
0,0,1,1,69,1,0,0,0,2,2,2,0,0,1,0,0,59.1
0,0,1,0,53,1,2,1,0,0,0,2,0,2,1,1,2,91.15
0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,1,2,68.95
0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,3,51.55
1,0,0,1,62,1,2,2,1,1,1,1,1,1,2,1,3,24.4
0,0,1,0,19,1,0,1,0,0,2,0,2,2,0,1,2,96.8
1,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,3,70.05
1,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,1,19.5
1,0,0,0,5,1,0,1,0,0,0,0,0,2,0,0,3,78.75
0,1,1,1,71,1,2,0,2,2,0,0,2,0,1,0,2,69.2
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.55
1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,2,103.65
0,0,1,0,4,1,0,0,2,2,0,0,0,0,0,0,3,54.7
1,0,0,0,59,1,2,0,0,0,2,0,0,0,2,0,1,54.15
0,1,1,0,31,1,2,1,0,0,0,0,0,2,0,1,2,84.85
1,0,1,0,3,1,0,2,1,1,1,1,1,1,0,0,0,20.0
1,0,1,0,49,1,0,1,0,0,2,2,2,2,1,1,1,99.25
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.35
0,0,1,0,55,1,0,1,2,0,0,0,2,2,1,1,2,94.75
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,114.05
0,1,0,0,36,1,2,1,0,0,0,0,0,0,0,1,0,74.9
0,0,1,1,10,1,0,2,1,1,1,1,1,1,0,1,0,19.8
0,0,1,1,72,1,2,0,2,2,2,2,0,2,2,0,0,80.85
0,0,0,0,28,1,0,0,0,2,0,2,0,0,0,0,0,54.65
1,0,1,0,38,1,2,1,2,0,0,0,2,0,0,0,0,91.7
0,0,0,0,61,1,2,1,2,2,2,2,2,2,1,1,2,118.6
1,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,24.55
1,0,0,0,67,1,0,2,1,1,1,1,1,1,1,1,3,19.45
0,0,0,1,34,1,2,1,2,2,2,2,2,2,2,1,1,116.15
0,0,0,0,54,1,0,0,2,0,2,2,2,2,2,0,2,80.6
0,0,1,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.3
0,0,0,1,46,1,0,1,0,2,2,0,2,2,0,1,2,99.8
0,0,1,1,55,1,2,0,2,2,0,2,2,0,1,1,1,75.0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.9
1,1,1,0,64,1,0,1,2,0,2,0,0,0,1,0,1,80.3
0,0,1,0,58,1,2,0,2,0,2,2,2,2,2,1,2,84.3
1,0,1,0,56,0,1,0,0,0,2,2,2,2,1,1,0,54.05
1,0,1,1,72,1,0,1,2,0,2,2,2,2,2,1,1,104.9
1,1,1,0,72,1,2,1,0,2,0,0,2,2,1,1,1,97.25
1,0,0,0,22,1,2,1,0,0,0,0,0,2,0,0,2,83.05
0,0,0,0,39,0,1,0,0,2,2,2,0,0,0,0,0,41.1
0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,45.0
1,0,1,0,54,1,0,0,2,2,0,0,2,2,2,1,0,74.55
0,0,0,0,18,0,1,0,2,2,0,2,0,0,1,1,3,40.2
1,0,1,0,32,1,0,0,2,2,0,2,0,2,1,0,3,70.5
0,0,0,0,41,1,0,2,1,1,1,1,1,1,1,1,3,19.75
1,0,1,1,67,1,2,2,1,1,1,1,1,1,2,0,0,24.65
1,0,1,0,65,1,2,1,2,0,2,0,2,2,0,1,2,104.25
0,0,0,0,25,1,2,0,2,2,2,2,2,0,0,1,0,78.35
0,0,1,0,67,1,2,1,0,2,2,2,2,2,1,1,1,109.7
0,1,0,0,43,0,1,0,2,2,0,0,0,0,0,1,1,33.45
0,0,0,0,24,1,0,1,2,0,0,0,2,2,0,1,2,94.6
1,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,20.2
0,0,0,1,37,1,0,2,1,1,1,1,1,1,1,0,0,20.3
1,0,1,1,20,0,1,0,2,0,2,2,0,0,2,1,1,39.4
1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,69.15
1,0,0,0,41,0,1,0,0,0,2,0,2,2,1,1,2,51.35
0,0,0,0,54,1,0,1,2,2,0,0,2,2,1,1,1,100.05
1,1,0,0,69,1,0,2,1,1,1,1,1,1,2,0,1,20.3
0,0,0,0,53,1,0,1,0,2,2,2,0,2,1,1,1,94.45
1,0,1,1,18,0,1,0,0,2,2,0,2,0,1,0,1,46.4
1,0,1,0,64,1,0,1,2,2,0,2,2,2,2,1,1,104.05
0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,1,24.9
1,0,1,1,57,1,0,0,2,2,0,2,0,0,1,0,3,59.6
1,1,1,0,63,1,2,1,2,2,2,0,2,2,2,0,1,108.5
1,0,1,1,13,0,1,0,2,2,0,2,0,0,2,0,3,40.55
0,1,1,0,48,1,0,0,0,2,0,0,0,2,1,1,0,58.95
1,0,1,1,57,1,0,2,1,1,1,1,1,1,2,0,3,20.75
1,0,1,0,71,1,2,1,0,2,2,2,2,2,1,1,0,113.15
0,0,1,1,7,1,2,0,0,0,0,0,0,0,0,0,2,48.8
0,0,0,0,16,1,2,0,0,0,0,0,0,2,0,1,0,63.05
1,0,1,0,34,1,2,1,0,0,2,0,2,2,0,0,2,100.85
1,0,0,0,16,1,2,1,0,2,0,0,0,0,0,1,3,80.55
1,0,0,1,48,1,2,0,2,2,2,0,0,0,1,1,0,64.4
1,0,1,1,58,1,0,0,0,2,0,2,2,2,1,1,1,75.2
0,0,1,0,72,1,2,0,2,0,2,2,2,2,2,1,0,84.9
0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,19.3
0,0,0,0,30,1,0,0,2,2,2,2,2,0,1,0,1,74.65
1,0,1,0,31,1,2,0,0,0,0,0,2,0,0,1,1,59.05
0,1,0,0,46,1,2,0,0,0,2,2,0,2,1,1,1,69.1
1,0,1,0,50,1,0,2,1,1,1,1,1,1,2,0,3,20.55
1,0,1,0,28,1,0,1,0,0,0,2,0,0,0,0,0,76.55
0,0,0,0,66,0,1,0,2,2,2,2,2,2,2,1,0,62.5
0,0,1,1,41,1,0,1,0,0,2,0,2,2,0,1,0,94.9
1,1,1,0,72,1,2,1,0,2,2,2,2,2,2,1,0,111.65
0,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,19.9
0,0,1,1,38,1,0,2,1,1,1,1,1,1,0,0,3,20.45
1,0,0,0,44,1,0,1,2,2,2,0,2,2,1,1,2,106.05
1,0,1,1,47,1,2,1,2,2,2,2,2,2,1,1,0,113.45
1,0,1,1,53,1,0,1,0,2,0,2,2,0,0,1,2,92.55
1,0,1,0,4,1,2,0,0,0,2,0,2,0,0,0,2,65.6
1,1,0,0,20,1,2,1,0,0,0,0,2,0,0,1,2,84.35
1,1,1,0,57,1,2,0,0,2,2,0,2,0,1,1,1,71.1
0,1,1,0,44,1,0,1,2,2,0,2,0,0,0,1,2,85.15
1,0,0,0,24,1,0,0,0,0,2,0,0,0,0,1,3,49.7
1,0,1,1,15,0,1,0,2,0,0,0,0,0,0,1,0,30.2
0,0,0,0,24,1,0,0,2,0,0,2,0,0,0,0,1,56.35
0,0,0,0,33,1,2,1,0,2,2,0,2,2,0,0,2,107.55
0,0,1,1,58,1,0,2,1,1,1,1,1,1,2,1,3,19.85
0,0,1,1,72,1,2,1,2,2,0,0,2,0,2,1,0,95.9
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,3,23.85
1,0,1,0,51,1,0,0,2,2,2,2,2,2,2,1,1,83.85
1,1,1,0,72,1,0,1,2,2,0,2,0,0,2,1,1,84.8
1,0,0,1,14,1,0,0,2,2,2,2,0,2,2,0,0,76.1
0,0,1,1,72,1,2,0,2,2,0,2,2,0,2,0,3,74.55
0,0,1,1,22,0,1,0,0,2,0,0,2,0,0,0,2,39.2
0,0,0,0,2,1,2,1,0,2,0,0,0,0,0,0,2,79.55
0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,3,19.6
1,0,1,1,51,1,0,2,1,1,1,1,1,1,2,0,1,19.55
1,0,1,0,70,0,1,0,2,0,2,2,0,0,2,1,1,39.15
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,20.1
0,0,1,1,39,1,2,1,0,0,0,2,2,2,0,1,1,99.95
0,0,1,1,61,1,2,0,2,2,0,0,0,0,0,0,2,59.8
0,0,0,0,52,1,0,0,2,0,0,0,0,0,0,1,0,49.75
1,0,1,0,64,1,2,1,2,0,2,2,2,2,1,1,3,108.5
1,0,1,0,62,1,0,0,0,2,2,2,0,0,2,1,1,60.15
1,0,1,0,30,1,0,2,1,1,1,1,1,1,2,0,3,19.05
1,1,1,0,63,1,0,0,2,2,2,2,2,2,1,1,0,84.0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,44.55
1,0,1,0,15,1,2,1,0,0,2,2,2,2,0,1,2,103.45
1,0,1,1,27,1,0,1,2,2,0,0,0,0,1,1,1,80.65
0,0,0,1,4,0,1,0,2,2,2,0,2,2,0,1,3,57.2
0,0,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,110.75
1,1,1,0,45,1,2,2,1,1,1,1,1,1,1,0,1,24.7
0,1,0,0,45,1,2,1,2,2,0,2,2,0,0,1,2,97.05
0,0,0,0,36,1,0,0,2,2,2,2,2,0,1,1,3,76.35
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,18.9
1,1,0,0,16,1,2,1,0,0,0,0,0,0,0,1,0,74.45
0,0,1,0,71,1,0,0,2,2,2,2,2,2,2,1,1,84.4
1,0,1,1,10,1,2,2,1,1,1,1,1,1,0,1,3,24.4
1,0,1,1,20,1,0,2,1,1,1,1,1,1,2,0,3,20.05
0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,1,55.5
1,1,1,0,29,1,2,1,0,0,0,0,0,2,0,1,2,84.3
1,0,0,0,2,1,0,1,2,2,0,0,2,2,0,0,2,100.2
0,0,0,0,29,1,0,2,1,1,1,1,1,1,2,0,3,19.4
1,0,0,0,13,1,0,2,1,1,1,1,1,1,0,1,2,20.4
0,0,1,0,59,1,2,1,2,2,0,0,2,0,0,1,2,94.75
1,0,1,0,18,1,0,0,0,0,0,0,0,0,0,1,0,44.35
0,0,1,1,17,1,0,0,2,2,0,0,2,2,0,0,3,74.55
1,0,1,0,47,1,0,0,0,2,2,0,2,2,2,0,2,73.6
1,0,1,1,19,1,2,0,0,0,0,0,0,0,0,0,1,50.1
0,1,1,1,68,0,1,0,0,2,2,0,2,2,2,1,2,53.0
0,0,1,0,2,1,0,2,1,1,1,1,1,1,0,0,0,19.85
1,0,0,0,7,0,1,0,0,0,0,0,0,0,1,1,1,24.35
0,0,0,0,18,1,0,2,1,1,1,1,1,1,0,1,3,19.55
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,1,25.05
1,1,1,0,13,1,2,1,2,2,0,0,0,2,0,0,1,93.8
1,0,1,0,72,1,2,1,0,2,2,0,2,2,2,1,0,103.75
1,0,1,1,66,0,1,0,0,2,2,0,2,2,2,1,1,56.75
1,0,1,1,24,1,0,2,1,1,1,1,1,1,1,1,1,20.8
0,0,1,1,56,1,2,2,1,1,1,1,1,1,2,1,3,24.45
0,1,1,0,22,1,2,2,1,1,1,1,1,1,1,0,0,25.6
0,0,0,0,42,1,0,0,2,2,2,0,0,0,0,0,0,59.65
0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,0,83.3
0,0,0,0,12,1,2,1,0,0,0,2,0,0,0,1,1,79.55
1,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,24.45
0,0,1,0,26,1,0,2,1,1,1,1,1,1,1,0,3,19.2
0,0,0,1,7,0,1,0,2,0,0,0,0,0,0,0,3,29.8
0,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,3,45.5
1,0,1,0,51,0,1,0,0,2,0,0,0,0,0,1,1,30.05
1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,0,65.65
0,0,0,0,47,1,2,0,2,2,0,2,0,2,2,0,3,74.05
1,1,0,0,62,1,2,1,0,2,2,2,2,2,1,1,0,110.75
0,0,1,1,16,1,0,2,1,1,1,1,1,1,2,0,3,19.7
1,0,0,0,6,1,0,0,0,0,0,2,0,0,0,1,1,49.5
0,0,1,1,69,0,1,0,2,0,2,0,0,2,2,1,1,43.95
0,0,1,0,64,1,2,1,0,2,2,2,2,2,0,1,2,111.15
1,0,0,0,25,1,0,2,1,1,1,1,1,1,0,0,3,20.6
0,0,0,0,6,1,0,2,1,1,1,1,1,1,2,0,1,19.65
1,0,1,0,66,1,2,1,2,2,2,2,2,2,1,0,0,115.8
0,0,0,0,61,1,2,0,0,2,2,2,2,2,2,0,1,88.65
0,1,1,0,43,1,2,1,2,2,0,0,2,0,0,1,2,94.5
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,20.1
1,1,0,0,23,0,1,0,0,0,0,0,0,2,0,1,0,34.65
1,1,1,0,71,0,1,0,0,2,2,0,2,2,0,1,0,52.3
0,0,0,0,34,1,2,0,0,0,0,2,2,0,0,0,3,65.0
0,0,1,0,41,0,1,0,0,2,0,2,0,0,1,0,3,35.45
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,1,19.7
1,1,0,0,14,1,2,1,0,0,0,0,2,2,0,1,2,95.6
0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,1,3,19.85
0,0,1,1,23,1,2,1,2,0,0,0,0,0,1,0,1,81.85
1,0,1,1,71,1,0,1,2,2,2,2,2,2,2,0,1,109.3
1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,3,25.4
1,0,1,1,6,1,0,1,0,0,0,0,0,0,0,1,2,69.8
1,0,1,1,23,1,0,2,1,1,1,1,1,1,1,1,1,20.0
0,0,0,0,72,1,0,1,2,2,2,2,2,2,2,1,2,109.9
0,0,1,0,7,1,0,0,2,0,0,0,0,0,0,1,0,50.3
1,0,1,1,9,1,0,1,0,2,0,2,2,2,0,1,2,101.5
0,0,0,0,12,1,2,1,0,2,0,0,0,2,0,1,2,89.15
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.4
0,1,1,1,48,0,1,0,0,2,0,0,0,0,1,0,0,29.9
1,0,0,0,20,1,0,1,0,0,0,0,2,0,0,0,2,78.8
0,0,0,0,10,1,0,2,1,1,1,1,1,1,1,1,3,19.3
1,0,1,1,20,1,2,1,0,2,0,2,2,0,0,0,3,96.8
1,0,1,0,20,1,0,2,1,1,1,1,1,1,1,0,3,20.65
1,0,1,1,19,1,0,2,1,1,1,1,1,1,1,0,3,19.8
1,0,1,0,22,1,0,1,2,2,0,2,2,2,0,1,2,104.6
0,0,0,0,35,1,2,1,0,0,0,2,0,0,0,0,1,80.05
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.15
1,0,0,0,39,1,2,1,0,0,0,0,0,0,0,1,1,73.15
0,1,1,0,54,1,0,1,0,0,2,2,2,2,1,1,2,99.1
1,0,0,0,56,1,2,1,2,0,0,2,2,2,0,1,3,105.35
1,0,0,1,18,1,0,0,0,0,0,0,0,0,0,1,1,45.65
0,0,1,1,16,1,2,1,0,2,0,0,0,0,0,1,1,79.95
0,0,0,0,68,1,0,0,2,0,2,0,0,0,1,1,1,54.45
0,1,1,0,53,1,2,2,1,1,1,1,1,1,2,0,1,25.1
0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,0,1,84.7
1,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,75.85
0,0,0,0,30,1,0,0,2,0,0,0,0,0,0,1,3,48.8
0,0,0,0,18,0,1,0,0,0,2,2,0,0,0,1,2,35.2
0,1,1,1,55,1,2,0,2,0,2,2,2,0,1,0,2,76.25
1,1,0,0,33,1,2,2,1,1,1,1,1,1,1,1,0,24.9
1,0,1,0,44,0,1,0,0,2,2,0,2,2,2,0,0,54.3
